FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1
653,727,8,Lake Cumberland ADD,IP20160203,8-8901 / 8-8902 / 8-8903,UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS ROCKCASTLE RIVER BRIDGE AND APPROACHES. (SEGMENT 3)(16CCN),RECONSTRUCTION(O),Arterial to Full Control,1,Pulaski,100-KY-0080  -000,21.175,39.571,Existing,-31.2726603,727
689,728,8,Lake Cumberland ADD,IP20170028,,Provide connectivity and improve mobility from US 27 to McCreary High School.,New Route,Construct Road in New Location,1,McCreary,074-KY-0092  -000,16.4,16.6,Existing,1.379773486,728
448,729,8,Cumberland Valley ADD,IP20170046,,To improve safety and connectivity along I-75.  This interchange at KY 1505 will assist in relieving congestion when traffic slowing incidents occur on I-75.,New Interchange,Construct Road in New Location,1,Rockcastle,102-I-0075  -000,67.84,68.84,Existing,0,0
495,730,8,Bluegrass ADD,IP20180031,8-80000,NEW TURNING LANE AT ARCADIA VIEW DRIVE(18CCN),NEW INTERCHANGE(O),Improve Intersection,1,Lincoln,069-US-0127  -000,9.4,9.88,Existing,-5.110204803,730
722,731,8,Lake Cumberland ADD,IP20180035,,WIDEN KY 1275 TO FOUR LANES WITH FOUR FOOT SHOULDERS AND FIVE FOOT SIDEWALKS FROM KY 90 TO BELL LANE,,Other Improvement Types,1,Wayne,116-KY-1275  -000,4,4.479,Existing,-30.60556105,731
606,732,8,Lake Cumberland ADD,IP20180036,,ADD A RIGHT TURNING ON US 127 SOUTHBOUND BEGINNING AT THE EASTBOUND EXIT OF THE CUMBERLAND PARKWAY FOR 0.2 MILES,Minor Widening,Improve Intersection,1,Russell,104-US-0127  -000,17.5,17.8,Existing,3.481670983,732
817,733,8,Bluegrass ADD,IP20180037,8-80008,ADD A TURNING LANE ON US 150 AT WILDERNESS TRAIL ROAD(18CCN),SAFETY(P),Improve Intersection,1,Lincoln,069-US-0150  -000,1.3,1.7,Existing,-0.057735954,0
506,734,8,Lake Cumberland ADD,IP20180042,,IMPROVE CURVE ON KY 1275 AT KY 833/ROGERS GROVE ROAD AND RESURFACE FROM KY 1275  FROM BELL LANE TO KY 833/ROGERS GROVE ROAD,Spot Improvement,Modernize Roadway-Rural,1,Wayne,116-KY-1275  -000,4.55,4.75,Existing,0.922815769,734
595,735,8,Lake Cumberland ADD,IP20180068,,Improve safety and traffic flow on US 27 from 0.05 miles north of Lost Lodge Rd. to Boat Dock Rd.,Major Widening,Other Improvement Types,1,Pulaski,100-US-0027  -000,10.38,11.374,Existing,-18.11037848,735
528,736,8,Lake Cumberland ADD,IP20180093,,Improve the existing city and county routes by widening and extending.  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.,New Route,Construct Road in New Location,1,Russell,104-CS-2098  -000,0,0.453,Existing,-0.137320078,0
476,737,8,Lake Cumberland ADD,IP20180093,,Improve the existing city and county routes by widening and extending.  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.,New Route,Construct Road in New Location,2,Russell,104-PF-9999  -000,0,0,Proposed,0,0
575,738,8,Cumberland Valley ADD,IP20190031,,"Address safety, mobility, and congestion with access management along US-25 (Richmond Street) from the US-25/US-461 Intersection to I-75.",Major Widening,Major Widening-Rural Mutilane,1,Rockcastle,102-US-0025  -000,15.116,15.666,Existing,13.95887708,738
682,739,8,Cumberland Valley ADD,IP20190032,,Planning study on US 25 to address Connectivity for future development in Mt. Vernon on the western side of I-75 between exit 57 and exit 62.,New Route,Construct Road in New Location,1,Rockcastle,102-US-0025  -000,11.893,15.666,Existing,24.66499431,739
739,740,8,Cumberland Valley ADD,IP20190032,,Planning study on US 25 to address Connectivity for future development in Mt. Vernon on the western side of I-75 between exit 57 and exit 62.,New Route,Construct Road in New Location,2,Rockcastle,102-PF-9999  -000,0,0,Proposed,0,0
640,741,8,Lake Cumberland ADD,IP20190036,,Improve safety by constructing multiple turning lanes into Community Park Road and Whitley City Elementary School.,Minor Widening,Modernize Roadway-Rural,1,McCreary,074-US-0027  -000,10.9,12,Existing,0.736595021,741
669,742,8,Bluegrass ADD,IP20190071,,Preliminary Engineering Study for Improving Safety and Access Control Alternates from Danville to Stanford.,Spot Improvement,Other Improvement Types,1,Lincoln,069-US-0150  -000,0,5.467,Existing,49.20130425,0
590,743,8,Lake Cumberland ADD,IP20190146,,Improve safety and mobility along KY 55 by relocating KY 55 near KY 704 and relocating to KY 55 bypass.,Relocation,Construct Road in New Location,1,Adair,001-KY-0055  -000,9.1,10.1,Existing,-1.621066391,743
559,744,8,Lake Cumberland ADD,IP20190146,,Improve safety and mobility along KY 55 by relocating KY 55 near KY 704 and relocating to KY 55 bypass.,Relocation,Construct Road in New Location,2,Adair,001-PF-9999  -000,0,0,Proposed,0,0
750,745,8,Lake Cumberland ADD,IP20190149,,"Address safety, capacity and access issues along KY-461 from 0.28 mile south of Buck Creek extending northerly to Pulaski/Rockcastle Line.",Major Widening,Major Widening-Rural Mutilane,1,Pulaski,100-KY-0461  -000,3.55,8.441,Existing,-5.645213974,745
546,746,8,Cumberland Valley ADD,IP20190150,,"Address safety, capacity and access issues along KY-461 from Pulaski/Rockcastle County Line to KY 1250.",Major Widening,Major Widening-Rural Mutilane,1,Rockcastle,102-KY-0461  -000,0,4.213,Existing,-9.147721048,746
490,747,8,Cumberland Valley ADD,IP20190151,,"Address safety, capacity and access issues along KY-461 from KY 1250 to US 150.",Major Widening,Major Widening-Rural Mutilane,1,Rockcastle,102-KY-0461  -000,4.213,6.998,Existing,-3.629500373,747
428,748,8,Lake Cumberland ADD,IP20190161,,"Improve the existing route, CS-2078 (Progress Drive) and CS-2067 (Brian Walters Drive), by widening and extending them to join.  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.",New Route,Construct Road in New Location,1,Russell,104-CS-2078  -000,0,0.531,Existing,13.88173067,0
799,749,8,Lake Cumberland ADD,IP20190161,,"Improve the existing route, CS-2078 (Progress Drive) and CS-2067 (Brian Walters Drive), by widening and extending them to join.  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.",New Route,Construct Road in New Location,2,Russell,104-PF-9999  -000,0,0,Proposed,0,0
779,750,8,Lake Cumberland ADD,IP20190162,,"Preliminary Engineering Study for Improving Safety, Increase Mobility and Capacity from US 127X/Clear Springs Rd to KY 80.",Major Widening,Major Widening-Urban Streets,1,Russell,104-US-0127  -000,14.142,18.902,Existing,75.1799562,750
700,751,8,Lake Cumberland ADD,IP20190165,,"Improve the existing route, CS-2098 (Erik Ln), by widening and extending it to connect to KY 1381 (Voils Road).  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.",New Route,Construct Road in New Location,1,Russell,104-CS-2098  -000,0,0.453,Existing,-0.137320078,0
458,752,8,Lake Cumberland ADD,IP20190165,,"Improve the existing route, CS-2098 (Erik Ln), by widening and extending it to connect to KY 1381 (Voils Road).  This improvement with improve connectivity and will relieve some congestion on US 127 during peak traffic volumes.",New Route,Construct Road in New Location,2,Russell,104-PF-9999  -000,0,0,Proposed,0,0
786,753,9,Huntington-Ashland-Ironton MPO,IP20040035,,Improve Riverside Drive (CS-5009) to provide access to airport and to prevent flooding between the cities of Wurtland and Worthington.,Reconstruction,Other Improvement Types,1,Greenup,045-CS-5009  -000,0,1.318,Existing,0,753
439,754,9,Gateway ADD,IP20080508,,"Improve safety and sight-distance on US 60 between Milepoints 11.1 and 11.2, west of KY 965.",Spot Improvement,Modernize Roadway-Rural,1,Bath,006-US-0060  -000,11.1,11.2,Existing,0,754
775,755,9,Gateway ADD,IP20080510,,Improve safety and correct geometric and capacity deficiencies on KY 36 from the intersection of KY1325 (MP 7.0) to the intersection of US 60 in Owingsville (MP 11.847).,Reconstruction,Modernize Roadway-Rural,1,Bath,006-KY-0036  -000,6.97,11.847,Existing,0.694049966,755
425,756,9,Huntington-Ashland-Ironton MPO,IP20080512,,"Improve operational efficiency on Segment 2 of KY-168 from From US-60 (MP 5.8) to Hood Creek Road (MP 7.4) in Ashland to decrease congestion, conflict points with turning vehicles, rear-end collisions and allow for freer traffic flow.",Minor Widening,Other Improvement Types,1,Boyd,010-KY-0168  -000,5.804,7.458,Existing,-9.026156419,756
473,757,9,Huntington-Ashland-Ironton MPO,IP20080513,,"Improve operational efficiency on Segment 3 of KY-168 from Hoods Creek Road (MP 7.458) to US-23 (MP 8.179) to decrease congestion, conflict points with turning vehicles, rear-end collisions and allow for a freer flow of traffic.",Minor Widening,Modernize Roadway-Rural,1,Boyd,010-KY-0168  -000,7.458,8.179,Existing,-34.4942186,757
677,758,9,FIVCO ADD,IP20080519,,Improve US 60 geometry beginning at the termini of new construction at Olive Hill (MP 12.4) (Item No. 9-159.00) extending 1.1 miles to the I-64 Exit 161 to improve systems connectivity and increase operational efficiency of the route.,Reconstruction,Modernize Roadway-Rural,1,Carter,022-US-0060  -000,12.1,13.3,Existing,-2.561757291,758
487,759,9,FIVCO ADD,IP20080534,,"Geometric improvements on KY 1025 from US 60 (MP 0.0),East of Olive Hill extending North 0.30 miles providing access to West Carter Middle and High Schools and facilities.",Major Widening,Other Improvement Types,1,Carter,022-KY-1025  -000,0,0.3,Existing,-8.563427552,759
621,760,9,Huntington-Ashland-Ironton MPO,IP20080542,9-132,RECONSTRUCT KY-2 FROM MP 13.2 TO US-23 (MP 17.2)(08CCN)(14CCR)(16CCR)(18CCN),PE & ENVIRONMENTAL(O),Modernize Roadway-Rural,1,Greenup,045-KY-0002  -000,13.165,17.188,Existing,-25.43391902,760
765,761,9,Huntington-Ashland-Ironton MPO,IP20080545,,"Correct horizontal, vertical and width deficiencies on KY-750 from Pond Run (MP 0.37) to KY-207 (MP 1.595) to improve safety and operational efficiency of roadway.",Reconstruction,Modernize Roadway-Rural,1,Greenup,045-KY-0750  -000,0.37,1.595,Existing,-20.51714474,761
536,762,9,Buffalo Trace ADD,IP20080547,8-Sep,RECONSTRUCT INTERSECTION AT KY-9 AND KY-2523.  (14CCN),RECONSTRUCTION(O),Improve Intersection,1,Lewis,068-KY-0009  -000,12.709,12.789,Existing,-0.827793558,762
587,763,9,Buffalo Trace ADD,IP20080549,7-Sep,RECONSTRUCT KY-57 FROM KY-9 TO FLEMING/LEWIS COUNTY LINE. (14CCN)(16CCR)(18CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Lewis,068-KY-0057  -000,0,4.557,Existing,-6.276173669,763
616,764,9,Buffalo Trace ADD,IP20080553,7-Sep,WIDEN KY 9/AA HIGHWAY TO 4 LANES FROM KY 435 TO KY 2370 IN BRACKEN CO. (16CCN),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Mason,081-KY-0009  -000,17.343,19.541,Existing,-2.150032702,764
434,765,9,Bluegrass ADD,IP20080555,,Correct horizontal and vertical alignment and width deficiencies to improve operational efficiency and systems connectivity of KY 36 from US 68 NW of Carlisle (0.00) to KY 13 SW of Carlisle (3.075),Reconstruction,Modernize Roadway-Rural,1,Nicholas,091-KY-0036  -000,0,3.075,Existing,4.318064161,765
687,766,9,Buffalo Trace ADD,IP20110006,9-80051,IMPROVE SAFETY AND SIGHT DISTANCE ON KY-32 BEGINNING AT 0.4 MILES WEST OF FLEMING/ROWAN CO LINE AND ENDING 0.3 MILES EAST OF THE LINE.(18CCN),SAFETY(P),Other Improvement Types,1,Fleming,035-KY-0032  -000,27.893,28.293,Existing,0.873094535,766
696,767,9,Buffalo Trace ADD,IP20110025,,Construct right and left turn lanes at the intersection of KY 989 (MP 18.553) to improve safety and decrease collisions.    This intersection has a high volume of turning movements and is located in a long sweeping curve.    A Park and Ride is located at,Safety-Haz-Elm,Improve Intersection,1,Lewis,068-KY-0009  -000,18.2,18.8,Existing,-0.314059283,767
781,768,9,Buffalo Trace ADD,IP20110044,,Reconstruct KY 32    Correct width and alignment deficiencies on KY32 beginning (MP 7.3) near the Elizaville City Limits and ending at (MP 9.935)west of the FC High School.    3 Bridges located in this section of KY 32    Construct this section similar t,Reconstruction,Other Improvement Types,1,Fleming,035-KY-0032  -000,7.3,9.935,Existing,-1.039849245,768
525,769,9,Buffalo Trace ADD,IP20110046,,Add right-turn on KY 11 SB into KY 419 to reduce risk of rear-end crashes and improve operational efficiency.,Safety-Haz-Elm,Improve Intersection,1,Mason,081-KY-0011  -000,6.19,6.287,Existing,-0.841698882,769
718,770,9,Gateway ADD,IP20110061,15-Sep,WIDEN KY 801 FROM NEAR MMRC REGIONAL PARK TO KY 158 IN FLEMING CO. (16CCN)(18CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Rowan,103-KY-0801  -000,15.85,17.011,Existing,0.286288074,770
592,771,9,FIVCO ADD,IP20110067,,"KY 504 is a winding curvy road with several approach roads that have sight distance issues and safety concerns.  This project is located near mp 1.6 to 2.6 with KY 549 instersecting at mp 2.1 along KY 504.    Reconstruct the intersection, improve sight d",,Other Improvement Types,1,Elliott,032-KY-0504  -000,1.6,2.6,Existing,-0.049333092,771
454,772,9,FIVCO ADD,IP20110069,,"Correct horizontal, vertical and width deficiencies on KY 32 from (MP 11.5) to (MP 13.5)  to improve operational efficiency, sight distance restrictions, and travel time for the residents of Elliott and Lawrence Counties.",Reconstruction,Modernize Roadway-Rural,1,Elliott,032-KY-0032  -000,11.5,13.5,Existing,-0.052824596,772
749,773,9,Bluegrass ADD,IP20110097,,"Reconstruct KY 36, beginning 1 mile West of Whetstone Road and ending just West of Locust Grove Road. Correct horizontal, vertical and width deficiencies to improve operational efficiency and systems connectivity of KY 36.",Reconstruction,Modernize Roadway-Rural,1,Nicholas,091-KY-0036  -000,5.726,7.2,Existing,-0.097503126,773
814,774,9,Bluegrass ADD,IP20110099,,"Reconstruct KY 36 beginning at Moorefield Road(East) and ending 1/2 East of KY 57 intersections. Reconstruct KY 57 approaches (1/2 miles N and S). Correct horizontal, vertical and width deficiencies to improve operational efficiency and systems connectiv",Reconstruction,Other Improvement Types,1,Nicholas,091-KY-0036  -000,9.7,11,Existing,0.509549899,774
650,775,9,Buffalo Trace ADD,IP20110101,,"Minor widening along this KY8 section to improve safety, decrease collisions and provide a better route for trucks traveling from US 23 in Ohio and Northeastern Greenup County (west) to the AA Highway. Improve the Level of Service/Capacity.    This secti",Reconstruction,Other Improvement Types,1,Lewis,068-KY-0008  -000,31,32.36,Existing,0.4245562,775
513,776,9,Buffalo Trace ADD,IP20110166,9-231 / 9-8904.10,RECONSTRUCT KY-59 FROM KY-9 (AA) IN VANCEBURG TO JUNCTION OF KY-344 MP 18.1 TO MP 23.19.(16CCN)(18CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Lewis,068-KY-0059  -000,18.1,23.19,Existing,-6.681826871,776
666,777,9,Huntington-Ashland-Ironton MPO,IP20110167,,Improve geometrics and safety by reconstruction of alignment for KY-766 to intersection with KY-1134.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Boyd,010-KY-0766  -000,1.004,1.261,Existing,3.340312368,777
573,778,9,Huntington-Ashland-Ironton MPO,IP20110175,,"Correct horizontal, vertical and width deficiencies to improve operational efficiency and systems connectivity of KY-3, beginning at milepoint 5.075 (PV 1215) to milepoint 7.802 (intersection with KY-180).",Safety-Haz-Elm,Modernize Roadway-Rural,1,Boyd,010-KY-0003  -000,5.075,7.802,Existing,-4.245719896,778
504,779,9,FIVCO ADD,IP20110212,,Reconstruct KY 2 to correct horizontal and vertical deficiencies from 0.02 mi W of Dean Loop Road (MP 3.80) to approximately 0.20 mi W of Smokey Valley Road (MP 4.90).,Reconstruction,Other Improvement Types,1,Carter,022-KY-0002  -000,3.8,4.9,Existing,-0.381471019,779
733,780,9,FIVCO ADD,IP20110214,,Improve width and shoulder deficiencies between rock cuts to allow shoulders to catch falling rock from rolling into driving paths.,,Modernize Roadway-Rural,1,Carter,022-US-0060  -000,6.75,6.9,Existing,-0.238705252,780
736,781,9,Bluegrass ADD,IP20120057,,Reconstruct KY 32 beginning at the KY 32 / KY 36 intersection and ending at new US 68 in Nicholas County,Reconstruction,Modernize Roadway-Rural,1,Nicholas,091-KY-0032  -000,6.132,8.313,Existing,-4.350899651,781
635,782,9,Huntington-Ashland-Ironton MPO,IP20130096,,Reconstruct KY-716 from MP 0.0 (US 60) to MP .560 (KY 3293)to improve safety and decrease congestion.,Reconstruction,Modernize Roadway-Rural,1,Boyd,010-KY-0716  -000,0,0.56,Existing,-13.0045973,782
464,783,9,Huntington-Ashland-Ironton MPO,IP20130098,,Reconstruct intersection at KY-5 and KY-1458 to improve safety and mobility and to address geometrics.,Reconstruction,Improve Intersection,1,Boyd,010-KY-0005  -000,8.9,9.3,Existing,1.937192592,783
809,784,9,FIVCO ADD,IP20130100,,Reconstruct Harvey Branch Road (CR 1080) to facilitate heavy truck traffic between KY 7 and KY 9. This will provide a safer intersection than the existing KY7/KY 9 intersection. Reconstructed route will potentially be accepted into the SPRS.,New Route,Local Roadway Improvements,1,Carter,022-CR-1080  -000,0,0.148,Existing,0,0
796,785,9,Huntington-Ashland-Ironton MPO,IP20130104,,"Reconstruct KY-1 to improve horizontal and vertical alignment deficiencies, add shoulders and improve clear zones. Turn lanes may be considered at location of Argillite Elementary School and KY-207 intersection.",Safety-Haz-Elm,Modernize Roadway-Rural,1,Greenup,045-KY-0001  -000,12.4,13.2,Existing,-2.364966925,785
672,786,9,Buffalo Trace ADD,IP20130110,9-8806 / 9-8806.10,RECONSTRUCT KY-8 FROM KY-8C IN GARRISON TO SCAFFOLD LICK ROAD.(14CCN)(16CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Lewis,068-KY-0008  -000,24.016,28.95,Existing,-3.559621677,786
570,787,9,Buffalo Trace ADD,IP20140003,,To improve safety by realigning the intersection of KY 1325 at Martha Mills Road and improving the horizontal and vertical curves. Realigning the intersection would correct/eliminate extremely limited site distance looking south KY 1325. School buses mak,Safety-Haz-Elm,Realign Intersection,1,Fleming,035-KY-1325  -000,9.7,10.6,Existing,-0.051574233,787
508,788,9,Gateway ADD,IP20150068,,Improve safety on KY 36 from the intersection with 1-64 to the intersection of KY 965 (Hart Pike) including the curves known as Clear Creek Furnace and Thomas Hill.,Reconstruction,Modernize Roadway-Rural,1,Bath,006-KY-0036  -000,13.4,17.2,Existing,-2.31658184,788
645,789,9,Huntington-Ashland-Ironton MPO,IP20150105,,Reconstruct KY 7 from its intersection with Rakes Mill Road to its intersection with US 23 in South Shore.,Reconstruction,Other Improvement Types,1,Greenup,045-KY-0007  -000,13.03,20.052,Existing,4.821406366,789
520,790,9,Bluegrass ADD,IP20150147,9-205,IMPROVE THE KY-36/KY-32 INTERSECTION NEAR THE NICHOLAS COUNTY SCHOOL PROPERTY. (12CCR)(16CCR),SAFETY(P),Modernize Roadway-Rural,1,Nicholas,091-KY-0036  -000,3.1,3.283,Existing,-3.730513072,790
706,791,9,Bluegrass ADD,IP20150176,11-Sep,RECONSTRUCT KY 36/KY 928 INTERSECTION. (14CCN)(16CCR)(18CCN),RECONSTRUCTION(O),Improve Intersection,1,Nicholas,091-KY-0036  -000,8,8.23,Existing,-0.262872833,791
630,792,9,Gateway ADD,IP20150203,9-193,"RECONSTRUCT KY-111 IN THE VICINITY OF THE ""S-CURVE"" EAST OF OWINGSVILLE.(14CCR)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Bath,006-KY-0111  -000,1,1.5,Existing,0,792
691,793,9,FIVCO ADD,IP20150210,9-144,IMPROVE KY-7/KY-1 (CAROL MALONE BLVD.) FROM LITTLE SANDY RIVER BRIDGE TO ACADEMIC PARKWAY. (08CCR)(12CCR)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Carter,022-KY-0007  -000,10.318,10.865,Existing,59.12437977,793
444,794,9,Gateway ADD,IP20150223,4-Sep,RECONSTRUCT CURVE AT .8 MILE SOUTH OF KY-36.  (08CCN)(12CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Bath,006-KY-0965  -000,7.147,7.247,Existing,0,794
450,795,9,FIVCO ADD,IP20150227,,SAFETY IMPROVEMENTS AT THE EAST CARTER HIGH SCHOOL. (06CCN)(08CCR)(12CCR),,Other Improvement Types,1,Carter,022-KY-0001  -000,9.824,10.242,Existing,-0.583100879,795
611,796,9,FIVCO ADD,IP20150245,1-Sep,"RECONSTRUCT US-60 FROM WEST OF GLENWOOD HOLLOW ROAD TO EAST OF KY-3296. THE PROJECT SHALL INCLUDE 12' LANES, WIDE PAVED SHOULDERS, UNOBSTRUCTED CLEAR ZONES, FLATTER VERTICAL GRADES, AND GENTLY HORIZONTAL CURVES. (08CCN)(12CCR)(14CCR)(18CCN)",SAFETY(P),Modernize Roadway-Rural,1,Carter,022-US-0060  -000,16,17.112,Existing,0.463273094,796
752,797,9,FIVCO ADD,IP20150332,2-Sep,KY-32 FROM 9.2 MILE MARKER TO 10.2 MILE MARKER WIDENING.  (14CCN)(16CCR)(18CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Elliott,032-KY-0032  -000,9.2,10.2,Existing,0,797
713,798,9,Huntington-Ashland-Ironton MPO,IP20150338,9-Sep,IMPROVE KY-207 FROM THE INDUSTRIAL PARKWAY TO THE KY-693 INTERSECTION IN FLATWOODS.(08CCN)(16CCR),NEW ROUTE(O),Modernize Roadway-Rural,1,Greenup,045-KY-0207  -000,10.932,15.88,Existing,14.0545954,798
728,799,9,Huntington-Ashland-Ironton MPO,IP20150377,,"Complete construction to ultimate 4-lane facility of KY 67 from junction with Technology Drive (MP 1.4) to US 23 in Wurtland (MP 13.039), a total of 11.639 miles.",Major Widening,2 Lane to 4 Lane Divided - Rural,1,Greenup,045-KY-0067  -000,1.4,13.039,Existing,-18.71173435,799
792,800,9,Buffalo Trace ADD,IP20150405,15-Sep,"UPGRADE, WIDEN, AND PROVIDE SPOT IMPROVEMENTS ON KY-165 TO IMPROVE SAFETY FROM KY-32 TO US-68. (14CCN)",MINOR WIDENING(O),Modernize Roadway-Rural,1,Fleming,035-KY-0165  -000,0,6.243,Existing,0.844991196,800
420,801,9,FIVCO ADD,IP20150409,9-192.01,IMPROVE KY-32 FROM WEST OF STEGALL COLD SPRING ROAD TO KY-7 NEAR NEWFOUNDLAND. (PRIORITY SECTION I)(06CCR) (08CCR) (10CCR)(12CCR)(14CCR)(16CCR)(18CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Elliott,032-KY-0032  -000,2,8.656,Existing,-1.305095552,801
770,802,9,Buffalo Trace ADD,IP20150410,17-Sep,"CORRECT GEOMETRIC AND WIDTH DEFICIENCIES BEGINNING AT SLEEPY RUN BRIDGE EXTENDING TO 0.5 MILES SOUTH OF LEWIS COUNTY LINE TO IMPROVE OPERATIONAL EFFICIENCY, SIGHT DISTANCE RESTRICTIONS AND OVERALL FLOW OF TRAFFIC. (14CCN)",DESIGN ENGINEERING(O),Modernize Roadway-Rural,1,Fleming,035-KY-0057  -000,2.108,8.812,Existing,-2.735494523,802
601,803,9,Gateway ADD,IP20150436,9-301.10,NEW ROUTE FROM US-60/KY-32 EAST OF MOREHEAD TO I-64 INCLUDING A NEW INTERCHANGE. (98CCN)(08CCR)(14CCR),NEW ROUTE(O),Construct Road in New Location,1,Rowan,103-KY-0032  -000,5.4,8.4,Existing,195.888528,803
552,804,9,Huntington-Ashland-Ironton MPO,IP20160007,,Remove the existing raised median to create a center-turn lane on Greenup Avenue from the southern split with Winchester Avenue to the intersection of 20th Street.,Reconstruction,Other Improvement Types,1,Boyd,010-US-0023  -000,17.065,18.055,Existing,-51.23085918,804
499,805,9,Gateway ADD,IP20160013,,Complete planning/congestion mitigation study on KY 32 at the I 64 interchange.,Congestion Management,Transportation Studies,1,Rowan,103-KY-0032  -000,3.9,6.4,Existing,167.4637058,805
564,806,9,FIVCO ADD,IP20160125,9-228,IMPROVE KY-7 FROM SOUTH CITY LIMITS OF SANDY HOOK TOWARD WRIGLEY. (12CCR)(16CCR)(18CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Elliott,032-KY-0007  -000,0,6.956,Existing,1.061941854,806
824,807,9,Buffalo Trace ADD,IP20160181,3-Sep,SAFETY IMPROVEMENTS AND PAVEMENT REHAB EAST OF FLEMINGSBURG BYPASS TO KY 156. (16CCN),SAFETY(P),Modernize Roadway-Rural,1,Fleming,035-KY-0032  -000,10.165,10.615,Existing,5.087074106,807
617,808,9,Buffalo Trace ADD,IP20160181,3-Sep,SAFETY IMPROVEMENTS AND PAVEMENT REHAB EAST OF FLEMINGSBURG BYPASS TO KY 156. (16CCN),SAFETY(P),Modernize Roadway-Rural,2,Fleming,035-KY-0032  -000,10.615,17.452,Existing,-4.207008106,808
531,809,9,Buffalo Trace ADD,IP20160181,3-Sep,SAFETY IMPROVEMENTS AND PAVEMENT REHAB EAST OF FLEMINGSBURG BYPASS TO KY 156. (16CCN),SAFETY(P),Modernize Roadway-Rural,3,Fleming,035-KY-0011  -000,10.43,11.453,Existing,4.092222783,809
482,810,9,Buffalo Trace ADD,IP20160183,8-Sep,WIDEN THE AA HIGHWAY TO 4 LANES FROM KY 1449 TO KY 11. (16CCN),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Mason,081-KY-0009  -000,3.781,7.56,Existing,2.11172788,810
761,811,9,FIVCO ADD,IP20160291,,"CW Stevens Boulevard (City Street [CS] 1110) carries approximately 6,300 vpd. Currently, motorists traveling westbound on CW Stevens Boulevard must negotiate the congested KY 1/CW Stevens Boulevard intersection to travel to and from KY 9 (AA Highway).  T",New Route,Construct Road in New Location,1,Carter,022-KY-0001  -000,11.915,12.275,Existing,-36.45251914,811
658,812,9,FIVCO ADD,IP20160293,,"KY 3297 carries approximately 3,080 vpd near East Carter Middle School. According to school officials and other stakeholders, KY 3297 becomes congested when long queues form as motorists wait to turn into the East Carter Middle School parking lot. These",,Improve Intersection,1,Carter,022-KY-3297  -000,0.325,0.45,Existing,-0.439819204,812
582,813,9,FIVCO ADD,IP20160294,,"Carol Malone Boulevard (KY 1) is congested approaching the I-64 interchange area with six intersections operating at LOS D, E, or F. This section carries between 7,720 and 13,620 vpd. Moreover, congestion exists due to lack of an alternative north-south",New Route,Construct Road in New Location,1,Carter,022-KY-0001  -000,11.369,11.915,Existing,-37.74204821,813
744,814,9,Buffalo Trace ADD,IP20160298,,This project would provide a 300 foot right turn lane to accommodate decelerating vehicles. A double 7?ÇÖx16?ÇÖ culvert would be widened due to additional fill needed to widen the roadway. An additional low cost option to this project would be to extend,Safety-Haz-Elm,Improve Intersection,1,Mason,081-KY-0009  -000,10.6,10.9,Existing,-17.23681483,814
701,815,9,Buffalo Trace ADD,IP20170079,,This project proposes to make SAFETY IMPROVEMENTS to the intersection of KY 9 (AA) and US 62 located in Maysville.  This intersection is operating at a very low LOS.  Delays and traffic backups are extensive especially during peak hours.  Right of way is,Safety-Haz-Elm,Improve Intersection,1,Mason,081-KY-0009  -000,10.256,10.398,Existing,7.223623089,815
526,816,9,FIVCO ADD,IP20190048,,"Improve geometry of KY 182 from Milepoint 10.7 to 11.8, which is near the Carter Caves State Resort Park main entrance.  There is a particularly tight curve that causes trouble for larger vehicles, namely campers and motor homes visiting the park.",Spot Improvement,Modernize & Widen Roadway-Rural,1,Carter,022-KY-0182  -000,10.7,11.8,Existing,-0.176838733,816
607,817,9,Buffalo Trace ADD,IP20190115,,Major Widening along KY 9 from 0.3 miles south of Knoweshaw Road to the KY 11 intersection.,Major Widening,Major Widening-Rural Mutilane,1,Mason,081-KY-0009  -000,5.6,7.56,Existing,2.774647261,817
