FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1
172,327,4,Lincoln Trail ADD,IP20070194,4-396.10,"IMPROVE SAFETY, MOBILITY, AND GEOMETRICS ON US-150 FROM THE BLUEGRASS PARKWAY TO THE NELSON/WASHINGTON COUNTY LINE. (2016BOP)(18CCR)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Nelson,090-US-0150  -000,1.952,7.653,Existing,17.14677567,327
84,328,4,Lake Cumberland ADD,IP20070200,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG KY 70 FROM 0.2 MI E OF ROBERTS RD (NEAR ELK HORN BAPTIST CHURCH) TO NEAR KY 76,Reconstruction,Modernize Roadway-Rural,1,Taylor,109-KY-0070  -000,3.1,4.1,Existing,-0.337682345,328
6,329,4,Lincoln Trail ADD,IP20070203,,ADDRESS SAFETY ISSUES AT THE INTERSECTION OF US 150X AND KY 55 IN SPRINGFIELD.,Safety-Haz-Elm,Other Improvement Types,1,Washington,115-US-0150  -000,2,2.1,Existing,0,329
225,330,4,Lincoln Trail ADD,IP20080155,,"ADDRESS SAFETY, DRAINAGE AND GEOMETRIC DEFICIENCIES ALONG KY 224 FROM US 62 IN CLARKSON TO THE WESTERN KY PARKWAY",Reconstruction,Modernize Roadway-Rural,1,Grayson,043-KY-0224  -000,0,0.804,Existing,-21.81756471,330
155,331,4,Lincoln Trail ADD,IP20080736,,"CONSTRUCTION OF A CONNECTOR ROAD FROM KY 2154 VIA HENDRICKSON DRIVE TO KY 55, ALIGNING KY 2154 WITH THE LEBANON BYPASS.  ESTIMATED TOTAL LENGTH: 1.1 MILES.",Bypass,Construct Road in New Location,1,Marion,078-KY-0055  -000,1.614,1.866,Existing,-11.24363551,331
54,332,4,Lincoln Trail ADD,IP20080736,,"CONSTRUCTION OF A CONNECTOR ROAD FROM KY 2154 VIA HENDRICKSON DRIVE TO KY 55, ALIGNING KY 2154 WITH THE LEBANON BYPASS.  ESTIMATED TOTAL LENGTH: 1.1 MILES.",Bypass,Construct Road in New Location,2,Marion,078-PF-9999  -000,0,0,Proposed,0,0
222,333,4,Lincoln Trail ADD,IP20080737,,CONSTRUCT SOUTHEASTERN LEBANON BYPASS FROM INDUSTRIAL DRIVE TO US 68 AT KY 2154.  ESTIMATED TOTAL LENGTH: 3.5 MILES.,Bypass,Construct Road in New Location,1,Marion,078-US-0068  -000,9.364,12.322,Existing,-62.93661394,333
210,334,4,Lincoln Trail ADD,IP20080737,,CONSTRUCT SOUTHEASTERN LEBANON BYPASS FROM INDUSTRIAL DRIVE TO US 68 AT KY 2154.  ESTIMATED TOTAL LENGTH: 3.5 MILES.,Bypass,Construct Road in New Location,2,Marion,078-PF-9999  -000,0,0,Proposed,0,0
387,335,4,Lincoln Trail ADD,IP20080738,,ADDRESS COMMERCIAL TRAFFIC CONCERNS ALONG KY 49 FROM THE NEW INDUSTRIAL ROAD TO KY 2154 (LEBANON BYPASS) AND ALONG KY 2154 FROM KY 49 TO NORTH OF THE INDUSTRIAL ROAD OFF THE BYPASS.,Minor Widening,Modernize Roadway-Rural,1,Marion,078-KY-0049  -000,18.25,18.494,Existing,-13.5743751,335
337,336,4,Lincoln Trail ADD,IP20080738,,ADDRESS COMMERCIAL TRAFFIC CONCERNS ALONG KY 49 FROM THE NEW INDUSTRIAL ROAD TO KY 2154 (LEBANON BYPASS) AND ALONG KY 2154 FROM KY 49 TO NORTH OF THE INDUSTRIAL ROAD OFF THE BYPASS.,Minor Widening,Modernize Roadway-Rural,2,Marion,078-KY-2154  -000,3,3.366,Existing,-13.5743751,336
36,337,4,Elizabethtown-Radcliff MPO,IP20090009,,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG US 62 EAST OF ELIZABETHTOWN FROM UPPER COLESBURG ROAD TO STOVALL ROAD.",Reconstruction,Modernize Roadway-Rural,1,Hardin,047-US-0062  -000,23.351,25.499,Existing,0.063401119,337
323,338,4,Elizabethtown-Radcliff MPO,IP20090011,,REALIGNMENT OF SOUTH WILSON ROAD IN RADCLIFF TO CREATE A NEW INTERSECTION WITH THE NORTH WILSON ROAD REALIGNMENT AT WEST LINCOLN TRAIL BLVD,New Route,Improve Intersection,1,Hardin,047-CS-2440  -000,4.915,5.154,Existing,39.18371023,338
343,339,4,Elizabethtown-Radcliff MPO,IP20090011,,REALIGNMENT OF SOUTH WILSON ROAD IN RADCLIFF TO CREATE A NEW INTERSECTION WITH THE NORTH WILSON ROAD REALIGNMENT AT WEST LINCOLN TRAIL BLVD,New Route,Improve Intersection,2,Hardin,047-PF-9999  -000,0,0,Proposed,0,0
135,340,4,Lake Cumberland ADD,IP20100059,,EXTEND KY 3350 (CAMPBELLSVILLE BYPASS) FROM KY 289 TO US 68 ON THE EAST SIDE OF CAMPBELLSVILLE.,New Route,Construct Road in New Location,1,Taylor,109-PF-9999  -000,0,0,Proposed,0,0
369,341,4,Lake Cumberland ADD,IP20100059,,EXTEND KY 3350 (CAMPBELLSVILLE BYPASS) FROM KY 289 TO US 68 ON THE EAST SIDE OF CAMPBELLSVILLE.,New Route,Construct Road in New Location,2,Taylor,109-US-0068  -000,4.87,8.8,Impacted,42.54151351,341
257,342,4,Lake Cumberland ADD,IP20100059,,EXTEND KY 3350 (CAMPBELLSVILLE BYPASS) FROM KY 289 TO US 68 ON THE EAST SIDE OF CAMPBELLSVILLE.,New Route,Construct Road in New Location,3,Taylor,109-KY-3350  -000,2.411,2.621,Existing,-19.30871202,342
176,343,4,Lake Cumberland ADD,IP20100059,,EXTEND KY 3350 (CAMPBELLSVILLE BYPASS) FROM KY 289 TO US 68 ON THE EAST SIDE OF CAMPBELLSVILLE.,New Route,Construct Road in New Location,4,Taylor,109-KY-0210  -000,16.102,16.626,Impacted,82.90318938,343
70,344,4,Lake Cumberland ADD,IP20110087,,IMPROVE SAFETY BY ADDRESSING FLOODING ISSUES ALONG KY 61 AT THE CANEY FORK BRIDGE JUST NORTH OF THE ADAIR COUNTY LINE.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Green,044-KY-0061  -000,2,2.4,Existing,0.065427727,344
236,345,4,Lincoln Trail ADD,IP20110149,,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 259 FROM BEAR CREEK ROAD (MP 9.217) TO NORTHERN INTERSECTION OF BLOOMINGTON ROAD (MP 11.761) SOUTH OF LEITCHFIELD",Reconstruction,Modernize Roadway-Rural,1,Grayson,043-KY-0259  -000,9.217,11.761,Existing,2.02854423,345
67,346,4,Barren River ADD,IP20120064,,"PRELIMINARY DESIGN TO ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 88 FROM KY 728 IN CUB RUN TO LOGSDON VALLEY ROAD. DESIGN OF OVERALL CORRIDOR.",Reconstruction,Modernize Roadway-Rural,1,Hart,050-KY-0088  -000,5.123,15.225,Existing,1.40229751,346
289,347,4,Lincoln Trail ADD,IP20130044,,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISUES ALONG KY 54 FROM THE EASTERN INTERSECTION OF KY 631 TO KY 2193 WEST OF LEITCHFIELD.",Reconstruction,Modernize Roadway-Rural,1,Grayson,043-KY-0054  -000,11.632,14.816,Existing,0.597013746,347
406,348,4,Elizabethtown-Radcliff MPO,IP20140011,,Widen the shoulders along KY 313 from the KY 361/KY 1500 intersection in Hardin County to US 60 in Meade County.  The Hardin County Milepoints are from 14.534 to 15.238 and the Meade County Milepoints are from 0.000 to 7.125.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Meade,082-KY-0313  -000,0,7.125,Existing,-18.88513608,348
107,349,4,Elizabethtown-Radcliff MPO,IP20140011,,Widen the shoulders along KY 313 from the KY 361/KY 1500 intersection in Hardin County to US 60 in Meade County.  The Hardin County Milepoints are from 14.534 to 15.238 and the Meade County Milepoints are from 0.000 to 7.125.,Safety-Haz-Elm,Modernize Roadway-Rural,2,Hardin,047-KY-0313  -000,14.824,15.238,Existing,0,349
306,350,4,Lincoln Trail ADD,IP20150038,4-8308.10,WIDEN US-150 FROM KY-49 TO NEAR KY-245/WAL-MART WIDENING. (06CCN),MAJOR WIDENING(O),Major Widening-Rural Mutilane,1,Nelson,090-US-0150  -000,0.44,1.697,Existing,47.42814791,350
280,351,4,Lincoln Trail ADD,IP20150041,4-396.20 / 4-8958,"ADDRESS SAFETY, MOBILITY, AND GEOMETRIC ISSUES ALONG US 150 IN WASHINGTON COUNTY FROM 400 FEET WEST OF OLD FREDERICKTOWN-BARDSTOWN ROAD (KY 1872) TO 0.7 MILES EAST OF GRUNDY HOME ROAD (CR 1337). (16CCN)(18CCN)(SAME AS 4-396.20)",SAFETY(P),Modernize Roadway-Rural,1,Washington,115-US-0150  -000,0.426,2.5,Existing,-0.059944899,351
24,352,4,Lincoln Trail ADD,IP20150042,4-396.30,"ADDRESS SAFETY, MOBILITY, AND GEOMETRIC ISSUES ALONG US 150 IN WASHINGTON COUNTY FROM 0.7 MILES EAST OF GRUNDY HOME ROAD (MP 2.500) TO 600' EAST OF THE CARTWRIGHT CREEK BRIDGE (MP4.311). SECTION 2 (2016BOP)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Washington,115-US-0150  -000,2.5,6.557,Existing,-2.581260007,352
334,353,4,Lincoln Trail ADD,IP20150156,2-Apr,SPOT IMPROVEMENTS ON KY-49 (MP 20.900 TO MP 21.830) AS PER THE KY-49 PLANNING STUDY. (14CCN)(18CCN),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Marion,078-KY-0049  -000,20.823,21.837,Existing,-0.368281866,353
14,354,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,1,Hardin,047-PF-9999  -000,0,0,Proposed,0,0
320,355,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,2,Hardin,047-WK-9001  -000,133.053,136.396,Existing,-13.01899079,355
402,356,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,3,Hardin,047-I -0065  -000,89,91.105,Impacted,-3.447298961,356
384,357,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,4,Hardin,047-US-0031  -000,12.8,15.769,Impacted,0,0
317,358,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,5,Hardin,047-KY-1136  -000,7.8,10.655,Impacted,16.36010491,358
80,359,4,Elizabethtown-Radcliff MPO,IP20150340,4-154,IMPROVE MOBILITY AND REDUCE CONGESTION ON US-31W FROM US-31WB TO CS-2255 (WILSON ROAD). (10CCR)(12CCR),CONGESTION MITIGTN(O),Auxiliary Lanes or Operation Improvements,1,Hardin,047-US-0031  -000,18.818,28.4,Existing,0,0
418,360,4,Elizabethtown-Radcliff MPO,IP20150360,5-Apr,RECONSTRUCT KY 79 FROM KY 144 TO KY 1051. (12CCN)(14CCR)(18CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Meade,082-KY-0079  -000,4.411,8.237,Existing,10.7579263,360
209,361,4,Lincoln Trail ADD,IP20150384,9-Apr,NEW ROUTE BETWEEN US 62 AND KY 245 WEST OF BARDSTOWN. (16CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Nelson,090-US-0031  -000,12.2,16.7,Existing,0,0
368,362,4,Lincoln Trail ADD,IP20150384,9-Apr,NEW ROUTE BETWEEN US 62 AND KY 245 WEST OF BARDSTOWN. (16CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,2,Nelson,090-PF-9999  -000,0,0,Proposed,0,0
132,363,4,Lake Cumberland ADD,IP20150417,12-Apr,IMPROVE SAFETY AND MOBILITY ON KY-61 FROM PITMAN CREEK BRIDGE TO DOC WARD RD (CR 1314). (12CCN)(14CCR)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Green,044-KY-0061  -000,11.113,14.093,Existing,-1.990648964,363
167,364,4,Elizabethtown-Radcliff MPO,IP20150448,4-153.01,KY 251 IMPROVEMENTS FROM KY 3005 TO KY 434.,PHASE I DESIGN(O),Modernize Roadway-Rural,1,Hardin,047-KY-0251  -000,2.866,6.288,Existing,-0.742113136,364
151,365,4,Elizabethtown-Radcliff MPO,IP20150448,4-153.01,KY 251 IMPROVEMENTS FROM KY 3005 TO KY 434.,PHASE I DESIGN(O),Modernize Roadway-Rural,2,Hardin,047-KY-0434  -000,0.025,3.158,Existing,51.09329215,365
374,366,4,Lincoln Trail ADD,IP20150473,4-Apr,MINOR WIDENING OF KY 992 BETWEEN ROCK QUARRY AND US 60. (16CCN) (18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Breckinridge,014-KY-0992  -000,11.5,13.822,Existing,-3.722623998,366
252,367,4,Lake Cumberland ADD,IP20160012,12-Apr,SCOPING STUDY TO IMPROVE KY 210 FROM CAMPBELLSVILLE TO HODGENVILLE. ADD PASSING LANES AND ADDRESS GEOMETRIC DEFICIENCIES(SAME AS 4-8951.00) (16CCN),MINOR WIDENING(O),Modernize & Widen Roadway-Rural,1,Taylor,109-KY-0210  -000,0,14.148,Existing,-7.498481085,367
46,368,4,Lake Cumberland ADD,IP20160012,12-Apr,SCOPING STUDY TO IMPROVE KY 210 FROM CAMPBELLSVILLE TO HODGENVILLE. ADD PASSING LANES AND ADDRESS GEOMETRIC DEFICIENCIES(SAME AS 4-8951.00) (16CCN),MINOR WIDENING(O),Modernize & Widen Roadway-Rural,2,Larue,062-KY-0210  -000,6.994,16.613,Existing,7.227881837,368
121,369,4,Lake Cumberland ADD,IP20160012,12-Apr,SCOPING STUDY TO IMPROVE KY 210 FROM CAMPBELLSVILLE TO HODGENVILLE. ADD PASSING LANES AND ADDRESS GEOMETRIC DEFICIENCIES(SAME AS 4-8951.00) (16CCN),MINOR WIDENING(O),Modernize & Widen Roadway-Rural,3,Green,044-KY-0210  -000,0,0.75,Existing,0.554759716,369
269,370,4,Lincoln Trail ADD,IP20160066,3-Apr,REALIGN S-CURVE AND CULVERT WIDENING. (16CCN),SAFETY(P),Modernize Roadway-Rural,1,Breckinridge,014-KY-0261  -000,12.3,12.6,Existing,0,370
232,371,4,Lincoln Trail ADD,IP20160070,17-Apr,HEARTLAND PARKWAY: MARION/TAYLOR LINE TO LEBANON BYPASS.(16CCN)(18CCN),MAJOR WIDENING(O),Modernize & Widen Roadway-Rural,1,Marion,078-US-0068  -000,0,9.364,Existing,-16.59792311,371
303,372,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Grayson,043-PF-9999  -000,0,0,Proposed,0,0
2,373,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,2,Grayson,043-US-0062  -000,19.85,21.005,Impacted,18.90446009,373
219,374,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,3,Grayson,043-KY-0259  -000,12.55,12.954,Impacted,10.49325755,374
144,375,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,4,Grayson,043-US-0062  -001,20.95,21.005,Impacted,14.94669363,375
63,376,4,Lincoln Trail ADD,IP20160072,Apr-54,EXTEND THE WILLIAM THOMASON BYWAY (KY 3155) FROM THE SOUTHERN INTERSECTION AT KY 259 WESTERLY TO KY 54. (16CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,5,Grayson,043-KY-0054  -000,17.15,18.466,Impacted,3.791639076,376
117,377,4,Lincoln Trail ADD,IP20160073,Apr-53,PROVIDE A CONNECTION FROM EAST WHITE OAK STREET TO WEST CARROLL GIBSON BOULEVARD AT THE NEW JUDICIAL CENTER. (16CCN).,NEW ROUTE(O),Local Roadway Improvements,1,Grayson,043-CS-1145  -000,0.036,0.172,Existing,0,0
288,378,4,Lincoln Trail ADD,IP20160073,Apr-53,PROVIDE A CONNECTION FROM EAST WHITE OAK STREET TO WEST CARROLL GIBSON BOULEVARD AT THE NEW JUDICIAL CENTER. (16CCN).,NEW ROUTE(O),Local Roadway Improvements,2,Grayson,043-PF-9999  -000,0,0,Proposed,0,0
35,379,4,Elizabethtown-Radcliff MPO,IP20170082,,RECONSTRUCT INTERSECTION OF US 31W AT PEAR ORCHARD ROAD NW AND VETERANS WAY,Reconstruction,Improve Intersection,1,Hardin,047-CS-1297  -000,0.932,1.032,Existing,-0.856412986,379
187,380,4,Lincoln Trail ADD,IP20180024,,"Address safety, congestion, and mobility at the eastern intersection of US 68 and KY 2154 and along US 68 and KY 2154.  improve the intersection of US 68/KY 2154 and along US 68 from entrance to TG Kentucky to the previous widening and along KY 2154/Corp",Minor Widening,Install Two-way Left Turn Lane,1,Marion,078-US-0068  -000,12.2,12.8,Existing,-8.463910289,380
354,381,4,Lincoln Trail ADD,IP20180024,,"Address safety, congestion, and mobility at the eastern intersection of US 68 and KY 2154 and along US 68 and KY 2154.  improve the intersection of US 68/KY 2154 and along US 68 from entrance to TG Kentucky to the previous widening and along KY 2154/Corp",Minor Widening,Install Two-way Left Turn Lane,2,Marion,078-KY-2154  -000,0.004,0.6,Existing,-11.33892984,381
102,382,4,Lincoln Trail ADD,IP20180030,4-80050,CONSTRUCT A ROUNDABOUT AT THE INTERSECTION OF US-31E AND US-62. (NELSON COUNTY FISCAL COURT WILL DO DESIGN AND BUILD ROUNDABOUT)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,1,Nelson,090-US-0031  -000,13.9,14,Existing,0,0
275,383,4,Lincoln Trail ADD,IP20180030,4-80050,CONSTRUCT A ROUNDABOUT AT THE INTERSECTION OF US-31E AND US-62. (NELSON COUNTY FISCAL COURT WILL DO DESIGN AND BUILD ROUNDABOUT)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,2,Nelson,090-US-0062  -000,14.2,14.274,Existing,-1.122371091,383
215,384,4,Lincoln Trail ADD,IP20180030,4-80050,CONSTRUCT A ROUNDABOUT AT THE INTERSECTION OF US-31E AND US-62. (NELSON COUNTY FISCAL COURT WILL DO DESIGN AND BUILD ROUNDABOUT)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,3,Nelson,090-PF-9999  -000,0,0,Proposed,0,0
329,385,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,1,Green,044-PF-9999  -000,0,0,Proposed,0,0
114,386,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,2,Taylor,109-PF-9999  -000,0,0,Proposed,0,0
140,387,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,3,Green,044-KY-3535  -000,0,0.772,Existing,4.679369198,387
197,388,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,4,Green,044-US-0068  -000,14.287,18.425,Impacted,1.83554268,388
380,389,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,5,Taylor,109-US-0068  -000,0,4.87,Impacted,26.33894664,389
365,390,4,Lake Cumberland ADD,IP20180045,,Extend KY 3535 from its current terminus to the Heartland Parkway (KY 55) near KY 1701 in Taylor County,New Route,,6,Taylor,109-KY-0055  -000,4.6,10.293,Impacted,5.628334884,390
248,391,4,Lincoln Trail ADD,IP20180046,4-8916.20,HEARTLAND PARKWAY: IMPROVE MOBILITY FROM THE LEBANON BYPASS TO BOOKER ROAD (CR 1214) NEAR SPRINGFIELD. (CONSTRUCTION SEGMENT 2)(2018BOP),RECONSTRUCTION(O),Modernize & Widen Roadway-Rural,1,Washington,115-KY-0055  -000,0,4.551,Existing,13.82946943,391
182,392,4,Lincoln Trail ADD,IP20190055,,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND DRAINAGE ALONG US 62 FROM SCHOOLHOUSE ROAD TO THE PROPOSED LEITCHFIELD WESTERN BYPASS.",Minor Widening,,1,Grayson,043-US-0062  -000,17.909,19.85,Existing,6.822987946,392
11,393,5,Bluegrass ADD,IP20040016,5-551,"IMPROVE SAFETY, TRUCK MOBILITY, AND REDUCE CONGESTION ALONG I-64 FROM DIRECTLY EAST OF US-127 TO US-60 SOUTH OF FRANKFORT.",MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Franklin,037-I-0064  -000,53.11,57.86,Existing,0,0
127,394,5,KIPDA ADD,IP20060242,May-00,MAJOR RECONSTRUCTION OF KY-146 BETWEEN NEW CASTLE AT US-421 AND PENDLETON AT KY-153. SEGMENT 1: PENDLETON ROAD (KY 153) TO LOST CREEK (1/2 MILE EAST OF SAFETY KLEEN ENTRANCE). MILE POINT 2.1 TO MILE POINT 6.8. (06CCN)(08CCR)(10CCR)(12CCR)(14CCR)(18CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Henry,052-KY-0146  -000,2.169,6.8,Existing,-1.435157602,394
285,395,5,Bluegrass ADD,IP20080168,,Improve safety and address geometric deficiencies at the intersection of US 60 and KY 151.,Spot Improvement,Improve Intersection,1,Franklin,037-US-0060  -000,0.4,0.6,Existing,2.86919809,395
349,396,5,Bluegrass ADD,IP20080175,,Improve safety and level of service on US 421 (Bald Knob Hill) from the end of existing improvements approx. 0.9 miles north of US 127 to KY 12 in Franklin County.,Major Widening,Modernize Roadway-Rural,1,Franklin,037-US-0421  -000,5.39,11.132,Existing,0.015094116,396
89,397,5,Bluegrass ADD,IP20080179,,Improve safety and level of service on Evergreen Road (KY 1665) from US 127 to US 60 in Franklin County.,Reconstruction,Modernize Roadway-Rural,1,Franklin,037-KY-1665  -000,0.127,3.892,Existing,-24.6565082,397
51,398,5,Louisville-Southern Indiana (KIPDA) MPO,IP20080187,5-553,"IMPROVEMENTS WITHIN THE I-64 CORRIDOR FROM THE KENNEDY INTERCHANGE TO I-264 (WATTERSON EXPRESSWAY) ADDRESSING SAFETY AND CONGESTION ISSUES.  THE IMPROVEMENTS MAY INCLUDE BUT ARE NOT LIMITED TO: CONSIDERATION OF ALTERNATIVE TRANSPORTATION MODES, DEPLOYMEN",CONGESTION MITIGTN(O),Add Lane to Full Control Facility,1,Jefferson,056-I -0064  -000,6.581,12.275,Existing,-8.886995729,398
30,399,5,Louisville-Southern Indiana (KIPDA) MPO,IP20080191,5-554,IMPROVE SAFETY AND REDUCE CONGESTION ON I-265 FROM I-65 TO US-31E.,MAJOR WIDENING(O),Add Lane to Full Control Facility,1,Jefferson,056-I-0265  -000,10.25,17.3,Existing,0,0
203,400,5,Louisville-Southern Indiana (KIPDA) MPO,IP20080202,8-May,WIDEN TAYLORSVILLE ROAD TO 3 LANES FROM I-265 TO KY-148. (18CCN),MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Jefferson,056-KY-0155  -000,4.4,5.75,Existing,29.25563382,400
